ダイヤ　20160311-04,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,,ダイヤモンドホイール　（バリンダー仕様)　再生,,50D4.5T70L-M16 (8897-247),,"21,000.00 ",個,,個,,,西工場,,,,20日,,,,,,,,,,,,,
ダイヤ　20160311-05,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,,ダイヤモンドホイール　（バリンダー仕様)　新規,小型バリンダー用　Φ24,24D30T65L-M16 (8899-958),,"25,500.00 ",個,,個,,,西工場,,,,25日,,,,,,,,,,,,,
ダイヤ　20160311-06,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,,ダイヤモンドホイール　（バリンダー仕様)　再生,小型バリンダー用　Φ24,24D30T65L-M16 (8899-958),,"17,500.00 ",個,,個,,,西工場,,,,20日,,,,,,,,,,,,,
ダイヤ　20160311-07,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,52,ダイヤモンドホイール　（バリンダー仕様)　新規,355Φ,355D12T10W80H (8900-002),,"110,000.00 ",個,,個,,,西工場,,,,25日,,,,,,,,,,,,,
ダイヤ　20160705-01,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,52,ダイヤモンドホイール　（バリンダー仕様)　再生,355Φ,355D12T10W80H (8900-002),,"96,000.00 ",個,,個,,,西工場,,,,20日,,,,,,,,,,,,,
ダイヤ　20160606-01,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,,ダイヤモンドホイール　（バリンダー仕様)　新規,,50DL6.5D70L-M16(8898-249),,"30,000.00 ",個,,個,,,,,,,25日,,,,,,,,,,,,,
ダイヤ　20160606-02,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,,ダイヤモンドホイール　（バリンダー仕様)　再生,,50DL6.5D70L-M16(8898-249),,"22,500.00 ",個,,個,,,,,,,20日,,,,,,,,,,,,,
ダイヤ 20190220,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,,ダイヤモンドブレード 新規,再生不可,405D4T2.5E25.4H,,"45,000.00 ",個,,個,,,,,,,25日,,,,,,,,,,,,,
ダイヤ 20240401,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,52,ダイヤモンドホイール（バリンダー仕様）,,355D12T（10＋12）W80H（8899-668）,,"115,000.00 ",個,,個,,,事務所,2024/4/2,060402-1,,約30日間,,,,,,,,,,,,,
ダイヤ 20241017-01,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,32,ダイヤモンドホイール（スピンドル用）,小集団活動で試用したもの　従来の粗さより持ちが3ヶ月良い為,510DDx4.3T(5+115)Wx2.5Ex25H　#25,,"81,800.00 ",個,,個,,,事務所,2024/10/16,061016-1,,約30日間,,,,,,,,,,,,,
ダイヤ 20241017-02,ﾀﾞｲﾔ01,だいやつーる,ダイヤツール㈱,32,ダイヤモンドホイール（スピンドル用）,従来の粗さ,510DDx4.5T(5+115)Wx2.5Ex25H　#20,,"85,700.00 ",個,,個,,,事務所,2024/10/16,061016-2,,約30日間,,,,,,,,,,,,,
竹好わ001-00,竹好01,たけよしてっこう,㈲竹好鉄工所,,枠ブッシュ止め金具,,,APSの枠部品,250.00 ,個,1,個,,,事務所,,,,,,,,,,,,,,,,,
竹好と001-00,竹好01,たけよしてっこう,㈲竹好鉄工所,,止め金（ピン）,,195*50*70,APSの枠部品わく,"1,150.00 ",個,1,個,,,事務所,,,,,,,,,,,,,,,,,
竹好て002-00,竹好01,たけよしてっこう,㈲竹好鉄工所,,ﾃｽﾄﾋﾟｰｽ　丸,,,,"1,500.00 ",本,1,本,,,事務所,,,,,,,,,,,,,,,,,
竹好て001-00,竹好01,たけよしてっこう,㈲竹好鉄工所,,ﾃｽﾄﾋﾟｰｽ　角,,,,"2,000.00 ",本,1,本,,,事務所,,,,,,,,,,,,,,,,,
竹好他-101208,竹好01,たけよしてっこう,㈲竹好鉄工所,,シャフト 10本/コマ　20個,,,,"90,000.00 ",式,,式,,,,,,,,,,,,,,,,,,,,
竹好し001-02,竹好01,たけよしてっこう,㈲竹好鉄工所,9,シャーピン,,軸11Φ SGD-B,嶋崎,450.00 ,個,,個,,,砂処理,,,,,,,,,,,,,,,,,
竹好さ001-110603,竹好01,たけよしてっこう,㈲竹好鉄工所,,サイドローラー　400φ,,FCD60,,163.00 ,個,,個,,,,,,,,,,,,,,,,,,,,
竹好かM20-00,竹好01,たけよしてっこう,㈲竹好鉄工所,,金具　8745CW　M20,,02金具,,300.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
竹好かM16-00,竹好01,たけよしてっこう,㈲竹好鉄工所,,金具　8745CW　M16,,01金具,,300.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
竹好ろ001-110812,竹好01,たけよしてっこう,㈲竹好鉄工所,,Aローラー　0014,,高周波焼入込み,APS　,"6,000.00 ",個,12,個,,,,,,,,,,,,,,,,,,,,
竹好ピ001-091208,竹好01,たけよしてっこう,㈲竹好鉄工所,,Aピン,,,ショットリンク,800.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
竹好ピ002-091208,竹好01,たけよしてっこう,㈲竹好鉄工所,,A継手ピン,,,ショットリンク,"1,150.00 ",個,,個,,,事務所,,,,,,,,,,,,,,,,,
竹好ﾋﾟ003-120912,竹好01,たけよしてっこう,㈲竹好鉄工所,10,APS　ピン,,Φ42*518L,,"2,700.00 ",個,,個,,,APS,,,,20日,,,,,,,,,,,,,
竹好ろ002-120821,竹好01,たけよしてっこう,㈲竹好鉄工所,,APS　110Φローラー（焼入含む）,,A2476　（Φ110-Φ138）,,"2,600.00 ",個,,個,,,APS,,,,24日,,,,,,,,,,,,,
竹好ろ002-130703,竹好01,たけよしてっこう,㈲竹好鉄工所,,APS　110Φローラー（焼入含む）,,A2476　（Φ110-Φ138）,200個限定数,"2,400.00 ",個,,個,,,APS,,,,24日,,,,,,,,,,,,,
竹好151026-01,竹好01,たけよしてっこう,㈲竹好鉄工所,,継手ピン,,SB D0242E,,"1,260.00 ",個,,個,,,,,,,,,,,,,,,,,,,,
竹好151026-02,竹好01,たけよしてっこう,㈲竹好鉄工所,,ピン,,SB D0246B,,25.00 ,個,,個,,,,,,,,,,,,,,,,,,,,
竹好190527-01,竹好01,たけよしてっこう,㈲竹好鉄工所,10,APS枠ブッシュ用座金　Φ28*12,,,200の倍数で注文,295.00 ,個,,個,,,APS,,,,25日,,,,,,,,,,,,,
竹好200206-01,竹好01,たけよしてっこう,㈲竹好鉄工所,10,APS枠ブッシュ用座金　Φ28*12,,,1000個で注文の場合,290.00 ,個,,個,,,APS,,,,25日,,,,,,,,,,,,,
竹好191010,竹好01,たけよしてっこう,㈲竹好鉄工所,10,APS ローラー　A2476,,Φ110*Φ138　要熱処理,,"2,600.00 ",個,,個,,,APS,,,,24日,,,,,,,,,,,,,
140227-玉島塗料001,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,,ウレタンスプレー（2液型、エアロック、301ml）,,ブルー,,"1,920.00 ",本,1,箱,6,本,事務所,2014/2/27,140227,工場長より、型に塗布の為,,,,,,,,,,,,,,
玉島塗料240805,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,2,ロードライン　#1000　黄 (無鉛),年末に塗装する,道路標示色,16kg/缶　実働2日後,"14,200.00 ",缶,1,缶,,,事務所,2024/8/5,,,1～2日間,,,,,,,,,,,,,
玉島塗料230802-01,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,,クリンカラーUファイン　15kgセット,年末に塗装する（ウレタン系）,CB2グリーン,15kg/缶　硬化剤セット,"21,800.00 ",缶,,缶,,,,2023/8/2,,値上げ,3～4日,,,,,,,,,,,,,
玉島塗料230802-02,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,,塗料用シンナーA,年末に塗装　Uファイン専用シンナー,CB2グリーン,16L/缶　,"3,800.00 ",缶,,缶,,,,2023/8/2,,値上げ,3～4日,,,,,,,,,,,,,
玉島塗料 180419,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,,HiCR デラックスエコ　S20-635 集じん機色,,,今回は値下げOK,"8,200.00 ",缶,,缶,,,保全,,,,,,,,,,,,,,,,,
玉島塗料 180516,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,,セローズプライマー　白,,,ラッカー系錆止め塗料,"8,200.00 ",缶,,缶,,,保全,,,,,,,,,,,,,,,,,
玉島塗料 230727-01,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,,VPローラーカバー　913N 9吋,,,,420.00 ,本,,本,,,事務所,2023/7/27,,値上げ,2～3日,,,,,,,,,,,,,
玉島塗料 200312-02,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,,VPローラーハンドル 9吋,,,,270.00 ,本,,本,,,事務所,,,,,,,,,,,,,,,,,
玉島塗料 230707,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,,VPローラーカバー　4吋,,,,260.00 ,本,,本,,,事務所,,,値上げ,2～3日,,,,,,,,,,,,,
玉島塗料 200312-04,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,,VPローラーハンドル　4吋,,,,250.00 ,本,,本,,,事務所,,,,,,,,,,,,,,,,,
玉島塗料 230703,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,60,速乾PZヘルゴンエコ,RD809　タッチアップ用塗料,指定色A(近似) 16K,20kg/缶,"14,200.00 ",缶,,缶,,,事務所,2023/7/3,,値上げ,,,,,,,,,,,,,,
玉島塗料200603,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,,VP 継ぎ柄　1.2m,,,,380.00 ,本,,本,,,事務所,,,,,,,,,,,,,,,,,
玉島塗料240301,玉島塗　01,たましまとりょうはんばい,玉島塗料販売㈲,10,HiCR デラックスエコⅡ16㎏,APS上塗りの為,L69-70P,16㎏/缶　小口調色料¥800（1缶につき）,"13,400.00 ",缶,,缶,,,事務所,2024/3/1,,新規,2～3日,,,,,,,,,,,,,
チュー 20200403,チュー01,ちゅーめっくす,㈲チューメックス定金,10,APS スクイーズヘッド用ローラボルト,,,,"12,000.00 ",個,,個,,,APS,,,,,,,,,,,,,,,,,
チュー 20220227,チュー01,ちゅーめっくす,㈲チューメックス定金,10,S45C Φガイドピン,,Φ60*800*910L,,"46,500.00 ",本,,本,,,APS,2023/2/27,,,,,,,,,,,,,,,,
チュー 20240424,チュー01,ちゅーめっくす,㈲チューメックス定金,11,FBOX押しレートシャフト,,Φ65X460/1130L,,"40,000.00 ",個,,個,,,FBOX,2024/4/24,,,,,,,,,,,,,,,,
チュー 20241029,チュー01,ちゅーめっくす,㈲チューメックス定金,10,Aロッド,材料～Hcrバフ仕上げまで,,,"80,000.00 ",本,,本,,,APS,2024/10/29,,,約1ヶ月,,,,,,,,,,,,,
中国工材241129,中国工材01,ちゅうごくこうざい,中国工材,30,ジャッキホース JW7004-33×10ｍ,,両端口金具0406RH22+口元SP付,,"29,900.00 ",本,,本,,,荷受け,2024/11/29,,値上げ,4～5日,,,,,,,,,,,,,
東海　20230921,東海　01,とうかいようぎょう,東海溶業株式会社,73,溶接棒　TC-5D,ダクタイル鋳鉄補修ガス溶接棒,4.0mm,入荷未定,"2,800.00 ",kg,,kg,,,保全,2023/9/21,00015618,,,,,,,,,,,,,,,
トリツ　す001,トリツ01,とりつきこう,トリツ機工㈱,60,スローアウェイチップ,,TNMG160404-FM:MP3025,,510.00 ,個,,個,,,,,,,,,,,,,,,,,,,,
トリツ　せ001,トリツ01,とりつきこう,トリツ機工㈱,60,セラチップ,,TNMG160408:CA4515,,450.00 ,個,,個,,,,,,,,,,,,,,,,,,,,
トリツ　せ002,トリツ01,とりつきこう,トリツ機工㈱,60,セラチップ,,CNMG120408ZS:CA4515,,462.00 ,個,,個,,,,,,,,,,,,,,,,,,,,
トリツ　せ003,トリツ01,とりつきこう,トリツ機工㈱,60,セラチップ,品証NC旋盤　引張りTP用(仕上げ）,VNMG160404:TN60,,540.00 ,個,,個,,,,,,,,,,,,,,,,,,,,
トリツ　で001,トリツ01,とりつきこう,トリツ機工㈱,60,虹技　デンスバー,,Φ200*95　FCD450,FCD450ではΦ190の規格無し,"7,740.00 ",本,,本,,,,,,,,,,,,,,,,,,,,
トリツ　で002,トリツ01,とりつきこう,トリツ機工㈱,60,虹技　デンスバー,,Φ450*40  FCD450,リードタイム:4～5日,"22,900.00 ",本,,本,,,,,,,,,,,,,,,,,,,,
トリツ　で003,トリツ01,とりつきこう,トリツ機工㈱,60,虹技　デンスバー,,Φ450*75  FCD450,リードタイム:4～5日,"39,900.00 ",本,,本,,,,,,,,,,,,,,,,,,,,
トリツ　で004,トリツ01,とりつきこう,トリツ機工㈱,60,虹技　デンスバー,FCD400が基本。FCD450の場合は納期1か月ほどかかります。,Φ450*46  FCD400,,"26,300.00 ",本,,本,,,,,,,,,,,,,,,,,,,,
トリツ　で005,トリツ01,とりつきこう,トリツ機工㈱,60,虹技　デンスバー,,Φ450*78  FCD450,,"44,650.00 ",本,,本,,,,,,,,,,,,,,,,,,,,
トリツ　け220908,トリツ01,とりつきこう,トリツ機工㈱,60,AT-S2 ケミクール ,ケミクール　20Ｌ,20L,,"14,630.00 ",缶,,缶,,,品管検査場,,,,,,,,,,,,,,,,,
トリツ　け210819,トリツ01,とりつきこう,トリツ機工㈱,60,C-630 ケミクール ,ケミクール2種類あるので気をつける,20L,,"11,500.00 ",缶,,缶,,,品管検査場,,,,1週間,,,,,,,,,,,,,
トリツ 20160215,トリツ01,とりつきこう,トリツ機工㈱,60,ウィンドジェット（フラットタイプ),,AAB727-A/4-23 オス,,"2,976.00 ",個,,個,,,,,,,,,,,,,,,,,,,,
トリツ　で006,トリツ01,とりつきこう,トリツ機工㈱,,虹技　デンスバー,,Φ500*35t FCD400,,"24,500.00 ",本,,本,,,出荷置き場,,,,,,,,,,,,,,,,,
トリツ　20240130-01,トリツ01,とりつきこう,トリツ機工㈱,60,チップ,,CNMG120408ZS:CA315,,391.00 ,個,,個,,,事務所,2024/1/30,,値上げ,,,,,,,,,,,,,,
トリツ　20240130-02,トリツ01,とりつきこう,トリツ機工㈱,60,チップ,,TNMG160408:CA315,,382.00 ,個,,個,,,事務所,2024/1/30,,値上げ,,,,,,,,,,,,,,
トリツ　20181003-01,トリツ01,とりつきこう,トリツ機工㈱,60,CS-3D スクリュー,,NC旋盤用,,360.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ　20181003-02,トリツ01,とりつきこう,トリツ機工㈱,60,CP-3D クランプ,,NC旋盤用,,"1,020.00 ",個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ　20181003-03,トリツ01,とりつきこう,トリツ機工㈱,60,SP-3D スプリング,,NC旋盤用,,54.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ　20181003-04,トリツ01,とりつきこう,トリツ機工㈱,60,DC-44 シート,,NC旋盤用,,594.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ　20181003-05,トリツ01,とりつきこう,トリツ機工㈱,60,WCS-1N クランプセット,,NC旋盤用,,"1,890.00 ",個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ　20181003-06,トリツ01,とりつきこう,トリツ機工㈱,60,WTN-33 シート,,NC旋盤用,,726.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ　20181003-07,トリツ01,とりつきこう,トリツ機工㈱,60,WP-1S シムピン,,NC旋盤用,,258.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ　20181003-08,トリツ01,とりつきこう,トリツ機工㈱,60,WN-1 シムナット,,NC旋盤用,,222.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ　20200317-01,トリツ01,とりつきこう,トリツ機工㈱,60,京セラ　WCS-1N 部品,,NC旋盤用,,"1,890.00 ",個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ　20200317-02,トリツ01,とりつきこう,トリツ機工㈱,60,京セラ　WP-1S 部品,,NC旋盤用,,258.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ　20200317-03,トリツ01,とりつきこう,トリツ機工㈱,60,京セラ　WN-1 部品,,NC旋盤用,,222.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ 20201110-01,トリツ01,とりつきこう,トリツ機工㈱,60,ファイン・レーザーキャッチ,,FC-154   420ml,3Dスキャン用現像スプレー,"1,280.00 ",本,,本,,,事務所,,,,3～4日,,,,,,,,,,,,,
トリツ 20201113-01,トリツ01,とりつきこう,トリツ機工㈱,60,京セラ　NC旋盤部品　DV-33,,,,594.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ 20210318-01,トリツ01,とりつきこう,トリツ機工㈱,60,京セラ　CP-3D部品,,NC旋盤用,,"1,020.00 ",個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ 20210318-02,トリツ01,とりつきこう,トリツ機工㈱,60,京セラ  CP-3D部品,,NC旋盤用,,54.00 ,個,,個,,,事務所,,,,,,,,,,,,,,,,,
トリツ 20220517-01,トリツ01,とりつきこう,トリツ機工㈱,60,RST No.5 ナライ　シール ローリング センター,,NC旋盤用,,"58,200.00 ",P,,P,,,事務所,2022/5/30,459498,,約1-2週間,,,,,,,,,,,,,
トリツ 20221026,トリツ01,とりつきこう,トリツ機工㈱,60,みづほ　BH-47S用プラテン,送料1式　¥1300,,,"4,100.00 ",P,,P,,,事務所,2022/10/27,477101,,約1週間,,,,,,,,,,,,,
トリツ 20221215,トリツ01,とりつきこう,トリツ機工㈱,90,東日製作　1749　MPQLエクステンションバー,川北工作所　支給,-50ミリ,,"6,850.00 ",P,,P,,,事務所,2022/12/20,482541,,約1週間,,,,,,,,,,,,,
トリツ 20230114,トリツ01,とりつきこう,トリツ機工㈱,60,オークマ　L200HE-M　ラインフィルタエレメント,,H0032-0012-40,,"2,700.00 ",P,,P,,,事務所,2023/1/16,484481,,約1週間,,,,,,,,,,,,,
トリツ 20230112-01,トリツ01,とりつきこう,トリツ機工㈱,90,サカエ　軽量作業台KSタイプ（移動式）,川北工作所　支給,KS-096FR,,"27,500.00 ",P,,P,,,事務所,2023/1/17,484485,,約1週間,,,,,,,,,,,,,
トリツ 20230112-02,トリツ01,とりつきこう,トリツ機工㈱,90,サカエ　作業台用オプションキャビネット,川北工作所　支給,NKL-20A,,"15,900.00 ",P,,P,,,事務所,2023/1/17,484485,,約1週間,,,,,,,,,,,,,
トリツ 20230112-03,トリツ01,とりつきこう,トリツ機工㈱,90,サカエ　作業台用PVCマット（片面すべり止め加工）,川北工作所　支給,RM-96M2,,"5,500.00 ",P,,P,,,事務所,2023/1/17,484485,,約1週間,,,,,,,,,,,,,
トリツ 20230210-01,トリツ01,とりつきこう,トリツ機工㈱,11,スプレイング　ウィンドジェット,ウィングジェットノズル,AAB727-1/4-11,,"3,095.00 ",P,,P,,,FBO,2023/2/17,488164,,約5日,,,,,,,,,,,,,
トリツ 20230221-01,トリツ01,とりつきこう,トリツ機工㈱,61,サカエ　計量作業台　KSタイプ,,KS-099FIG,,"25,100.00 ",P,,P,,,技術室前,2023/2/21,489186,,約1週間,,,,,,,,,,,,,
トリツ 20230306,トリツ01,とりつきこう,トリツ機工㈱,61,サカエ　作業台用オプションキャビネット,,NKL-S30IC,,"23,600.00 ",台,,台,,,技術室前,2023/3/8,490739,,約3～4日,,,,,,,,,,,,,
トリツ 20230410,トリツ01,とりつきこう,トリツ機工㈱,60,銅板,,35t×150×150,,"21,300.00 ",P,,P,,,事務所,2023/4/12,494191,,約5日,,,,,,,,,,,,,
トリツ 20230411,トリツ01,とりつきこう,トリツ機工㈱,60,パナソニック　蛍光灯,,FPL18EXNF3,,"1,630.00 ",P,,P,,,事務所,2023/4/13,494688,,約1～2週間,,,,,,,,,,,,,
トリツ 20230413,トリツ01,とりつきこう,トリツ機工㈱,60,銅板,,50t×150×150,,"29,700.00 ",P,,P,,,事務所,2023/4/13,494961,,,,,,,,,,,,,,,
トリツ 20230704-01,トリツ01,とりつきこう,トリツ機工㈱,12,テラル　羽根車,NQJ-S250E-290用,K3774669880,"送料￥1,100","1,410.00 ",P,,P,,,事務所,2023/7/4,503684,,4～5日　欠品・不足の場合は2～3週間,,,,,,,,,,,,,
トリツ 20230704-02,トリツ01,とりつきこう,トリツ機工㈱,12,テラル　端ブタ,NPJ-60E（100E)用,K37T3297001,"送料￥1,100",475.00 ,P,,P,,,事務所,2023/7/4,503684,,4～5日　欠品・不足の場合は2～3週間,,,,,,,,,,,,,
トリツ 20241111,トリツ01,とりつきこう,トリツ機工㈱,12,テラル クーラントポンプ 本体,,NQJ-S250G-290,NQJ-S250E-290からモデルチェンジ 現行品,"32,500.00 ",P,,P,,,フラン,2024/11/11,555320,値上げ,約5日,,,,,,,,,,,,,
トリツ 20250228,トリツ01,とりつきこう,トリツ機工㈱,60,エスティジェイ マシンツールフィルター,,GLF200,NC旋盤のマシンツールフィルター,"2,280.00 ",P,,P,,,品証,2025/3/17,566815,新規,約3～4日,,,,,,,,,,,,,
中尾240618-02,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,100,ろ布　TR2027S,,Φ133*2845,,"1,100.00 ",本,,本,,,保全,2024/6/18,H-202406-9,値上げ,材料不足の為、約3ヶ月,,,,,,,,,,,,,
中尾004,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布　TR15255UME　　　72本,,Φ165*2700L,,"115,200.00 ",式,,,,,,,,,実働12日(300本以上から実働15日程度),,,,,,,,,,,,,
中尾005,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布　TR15255UME　　　48本,,Φ165*2700L,,"76,800.00 ",式,,,,,,2013/7/26,,,実働12日(300本以上から実働15日程度),,,,,,,,,,,,,
中尾001-01,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布　TDC-7MG,,H-5*18CA,,950.00 ,本,,本,,,,2007/10/26,,値上,実働12日(300本以上から実働15日程度),,,,,,,,,,,,,
中尾001-100225,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布　TDC-7MG,,H-5*18CA,,900.00 ,本,,本,,,,2007/10/26,,値上,実働12日(300本以上から実働15日程度),,,,,,,,,,,,,
中尾240618-01,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,100,ろ布  TR2027S,集塵機　バグフィルター,Φ133*1778　,,900.00 ,本,,本,,,保全,2024/6/18,H-202406-9,値上げ,材料不足の為、約3ヶ月,,,,,,,,,,,,,
中尾007,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布  TR15255UMB　　112本,,Φ165*3500L,,"200,000.00 ",式,,式,,,,,,,,,,,,,,,,,,,,
,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布,,,,,,,,,,,,,,,,,,,,,,,,,,,
,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布,,,,,,,,,,,,,,,,,,,,,,,,,,,
,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布,,,,,,,,,,,,,,,,,,,,,,,,,,,
,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布,,,,,,,,,,,,,,,,,,,,,,,,,,,
,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布,,,,,,,,,,,,,,,,,,,,,,,,,,,
,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,,ろ布,,,,,,,,,,,,,,,,,,,,,,,,,,,
中尾 20190905-01,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,9,ろ布　TR15255UME,,Φ133*1800L,新東TDC　TDC-20RS用濾布,"1,150.00 ",本,,本,,,,2019/9/5,,　,,,,,,,,,,,,,,
中尾 20190905-02,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,9,SS鍍金リテーナー　Φ160*3500L,,,新東UDC1216PS型,"3,500.00 ",本,,本,,,,2019/9/5,,,実働20日,,,,,,,,,,,,,
中尾 20190905-03,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,9,SS鍍金リテーナー　Φ160*2700L,APS集塵機用,,新東UDC86PR型,"3,100.00 ",本,,本,,,,2019/9/5,,,実働20日,,,,,,,,,,,,,
中尾 20191112,中尾01,なかおふぃるたー,中尾ﾌｨﾙﾀｰ工業㈱,9,フィルター　Φ165*3500L,,,新東UDC1216PS型,"2,000.00 ",本,,本,,,,2019/9/5,,,実働12日(300本以上から実働15日程度),,,,,,,,,,,,,
160615  ナカ,ナカヤマ　01,なかやま,(株)ナカヤマ,,ショットナット(大),M-10 袋ナット,M10B30H30,,"1,100.00 ",個,,個,,,保全,,,,2週間～,,,,,,,,,,,,,
140701　ナカ  0243,ナカヤマ　01,なかやま,(株)ナカヤマ,,木材ワッシャ,最少ロット50ヶ　運賃\1000,M12,X-30ショット部品,90.00 ,個,,個,,,保全,,,,午前中受注で当日出荷可能,,,,,,,,,,,,,
151026　ナカ,ナカヤマ　01,なかやま,(株)ナカヤマ,,ボルト,M-20 特殊ボルト,SB D0281A,SB80KA型エプロンショット,"1,420.00 ",個,,個,,,保全,,,,午前中受注で当日出荷可能,,,,,,,,,,,,,
140701　ナカ  0022,ナカヤマ　01,なかやま,(株)ナカヤマ,,センタリングボルト,,WA-0022,ショット部品,"2,350.00 ",個,,個,,,保全,,,,午前中受注で当日出荷可能,,,,,,,,,,,,,
140701　ナカ  0043,ナカヤマ　01,なかやま,(株)ナカヤマ,,下部側面ライナー,,WA-0043,ショット部品,"6,780.00 ",個,,個,,,保全,,,,取扱いなし,,,,,,,,,,,,,
140701　ナカ  0044,ナカヤマ　01,なかやま,(株)ナカヤマ,,下部側面ライナー,,WA-0044,ショット部品,"6,780.00 ",個,,個,,,保全,,,,取扱いなし,,,,,,,,,,,,,
140701　ナカ  0048,ナカヤマ　01,なかやま,(株)ナカヤマ,,下部鉄板ライナー,,WA-0048,ショット部品,"15,800.00 ",個,,個,,,保全,,,,午前中受注で当日出荷可能,,,,,,,,,,,,,
ナカ　230209,ナカヤマ　01,なかやま,(株)ナカヤマ,41,SB-100　エプロンボルト　大,,WA-0281,,"1,810.00 ",個,,個,,,エプロンショット,,,,在庫有　即納可,,,,,,,,,,,,,
ナカ　220530-01,ナカヤマ　01,なかやま,(株)ナカヤマ,,エンドライナー　　　　　　,,WA-2023 ,ショット部品,"8,540.00 ",個,,個,,,保全,,,,午前中受注で当日出荷可能,,,,,,,,,,,,,
140701　ナカ  2580,ナカヤマ　01,なかやま,(株)ナカヤマ,,カバー本体（フタなし）,,WA-2580,ショット部品,"125,000.00 ",個,,個,,,保全,,,,午前中受注で当日出荷可能(在庫4/14現2台),,,,,,,,,,,,,
ナカ　230303-02,ナカヤマ　01,なかやま,(株)ナカヤマ,,X-30　インペラーハブ,2023/4/1納入分より,WA-2961,X-30ショット部品,"39,500.0 ",個,,個,,,保全,2023/3/27,000020388,,午前中受注で当日出荷可能,,,,,,,,,,,,,
150527　ナカ,ナカヤマ　01,なかやま,(株)ナカヤマ,,エプロンショットボルト,,WZ8-074,SB80KA型エプロンショット,"1,420.00 ",個,,個,,,保全,,,,2週間,,,,,,,,,,,,,
150930　ナカ,ナカヤマ　01,なかやま,(株)ナカヤマ,,X-30  ハブ　2961,,キー溝　H16,,"22,500.00 ",個,,個,,,保全,,,,午前中受注で当日出荷可能,,,,,,,,,,,,,
