友和 230410,友和01-01,ゆうわとりょう,友和塗料㈱,10,アネスト岩田　スプレーガン,,WIDER2-25W1S,,16500,丁,,丁,,,APS,2023/4/14,,新規,,,,,,,,,,,,,,
友和 241025,友和01-01,ゆうわとりょう,友和塗料㈱,60,EP 劇 硝酸1.38 03071,500ml,純度60-62%,,3000,個,,個,,,品証検査場,2024/11/6,,,要打合せ,,,,,,,,,,,,,
ユニ 01,ユニ 01,ゆにまっと,㈱ユニマット,,キューリグコーヒー,,オリジナルブレンド,,1000,箱,,箱,,,事務所,2016/9/2,9975-160809,新規見積,,,,,,,,,,,,,,
ユニ 02,ユニ 01,ゆにまっと,㈱ユニマット,,キューリグコーヒー,,UCC炭火珈琲,,1000,箱,,箱,,,事務所,2016/9/2,9975-160809,新規見積,,,,,,,,,,,,,,
ユニ 03,ユニ 01,ゆにまっと,㈱ユニマット,,キューリグコーヒー,,カフェグレコ　エスプレッソロースト,,1000,箱,,箱,,,事務所,2016/9/2,9975-160809,新規見積,,,,,,,,,,,,,,
ユニ 04,ユニ 01,ゆにまっと,㈱ユニマット,,キューリグコーヒー,,大和園　玉露入り緑茶,,1000,箱,,箱,,,事務所,2016/9/2,9975-160809,新規見積,,,,,,,,,,,,,,
ユニ 07,ユニ 01,ゆにまっと,㈱ユニマット,,キューリグコーヒー,,深炒クリアテイスト,,1000,箱,,箱,,,事務所,,,,,,,,,,,,,,,,,
ユニ 09,ユニ 01,ゆにまっと,㈱ユニマット,,コーヒーフレッシュ,,50個入り,,170,袋,,袋,,,事務所,,,,,,,,,,,,,,,,,
ユニ 10,ユニ 01,ゆにまっと,㈱ユニマット,,メロディアンシロップ,,20個入り,,140,袋,,袋,,,事務所,,,,,,,,,,,,,,,,,
ユニ 11,ユニ 01,ゆにまっと,㈱ユニマット,,スティックシュガー,,300本入り,,700,箱,,箱,,,事務所,,,,,,,,,,,,,,,,,
ユニ 14,ユニ 01,ゆにまっと,㈱ユニマット,,ネスレ　ブライトスティック,,120本入り,,800,箱,,箱,,,事務所,,,,,,,,,,,,,,,,,
ユニ 05,ユニ 01,ゆにまっと,㈱ユニマット,,クリップマドラー,,,100本/セット,200,セット,,セット,,,事務所,2016/9/2,9975-160809,新規見積,,,,,,,,,,,,,,
ユニ 06,ユニ 01,ゆにまっと,㈱ユニマット,,インサートカップ,,,200個/セット,800,セット,,セット,,,事務所,2016/9/2,9975-160809,新規見積,,,,,,,,,,,,,,
ユニ 08,ユニ 01,ゆにまっと,㈱ユニマット,,7oz断熱カップ,,60個/ｾｯﾄ,,315,セット,,セット,,,事務所,,,,,,,,,,,,,,,,,
ユニ 15,ユニ 01,ゆにまっと,㈱ユニマット,,AGF　麦茶,,60ｇ*10本,,5400,箱,,箱,,,事務所,,,,,,,,,,,,,,,,,
ユニ 16,ユニ 01,ゆにまっと,㈱ユニマット,,AGF　ほうじ茶,,60ｇ*10本,,5400,箱,,箱,,,事務所,,,,,,,,,,,,,,,,,
ユニ 18,ユニ 01,ゆにまっと,㈱ユニマット,,AGF　上緑茶,,60g*10本,,7740,箱,,箱,,,事務所,,,,,,,,,,,,,,,,,
ユニ 17,ユニ 01,ゆにまっと,㈱ユニマット,,ドトールアロマブレンド,,90g*10本,,6840,箱,,箱,,,事務所,,,,,,,,,,,,,,,,,
ユニ 20,ユニ 01,ゆにまっと,㈱ユニマット,,お味噌汁,,350ｇ,,2990,袋,,袋,,,事務所,,,,,,,,,,,,,,,,,
ユニ 12,ユニ 01,ゆにまっと,㈱ユニマット,,トナーカートリッジ519Ⅱ,印字可能枚数6400枚,,佐藤さんの横のプリンター,5200,個,,個,,,事務所,,,,,,,,,,,,,,,,,
ユニ 13,ユニ 01,ゆにまっと,㈱ユニマットライフ,,トナーカートリッジ326,印字可能枚数6400枚,キャノン　　LBP6200用,長谷川さんのとこのプリンター,3300,個,,個,,,事務所,,,,,,,,,,,,,,,,,
World 20250123-01,World01,わーるどゆーてぃりてぃ,World Utility 株式会社,100,オリジナルボールペン 本体代金（300本）,ネイビー/ライトグレー/グリーン/パープル/ピンク,ジェットストリームスタンダード0.5mm,,53700,式,,式,,,事務所,2025/1/24,,,,,,,,,,,,,,,,
World 20250123-02,World01,わーるどゆーてぃりてぃ,World Utility 株式会社,100,オリジナルボールペン 用仕入れ加工（300式）,,,,6000,式,,式,,,事務所,2025/1/24,,,,,,,,,,,,,,,,
World 20250123-03,World01,わーるどゆーてぃりてぃ,World Utility 株式会社,100,オリジナルボールペン 送料,,,,1000,式,,式,,,事務所,2025/1/24,,,,,,,,,,,,,,,,
