"id","name","file_path","memo","del_flg","created_at","updated_at","movie_tag_id"
"53","業務部QA会.mp4","OM0OR3wd3aI?si=iWoMNcWFXRzonx9I",,"0","2023-10-23","2024-06-19 08:25:30","1"
"54","生産計画QA会.mp4","bIPtrJxT5Os?si=fyfhzRypwEvVBMdY",,"0","2023-11-03","2024-06-19 08:25:30","1"
"55","生産計画QA会(続).mp4","ZZFQ6vD8OkQ?si=jvJNdCcvwVOoaSAd",,"0","2023-11-03","2024-06-19 08:25:30","1"
"56","問い合わせ状況確認①.mp4","Wo7ZwpQ5iP0?si=I7cbJy67FB2UwhGM",,"0","2023-11-08","2024-06-19 08:25:30","1"
"57","定例会.mp4","89RNtud_QnQ?si=c3V0r1c02BVTJJAH",,"0","2023-11-22","2024-06-19 08:25:30","1"
"58","QA・要求回答の事前確認.mp4","R31lOmzIPrA?si=kM__PY9ZkCxl6eMR",,"0","2023-11-28","2024-06-19 08:25:30","1"
"59","定例会(今後の進め方).mp4","PnfwziZYKSc?si=2yHhJaGig5dbKkm1",,"0","2023-11-29","2024-06-19 08:25:30","1"
"60","有償課題の確認.mp4","hgUrYTDOUeQ?si=qH4_jEgzaGJyydGP",,"0","2023-12-01","2024-06-19 08:25:30","1"
"61","マスタ整備の確認.mp4","88SHFVAXlIY?si=OvMhBI_ngq-_R-Pb",,"0","2023-12-11","2024-06-19 08:25:30","1"
"62","課題の確認.mp4","n0KovLoVTg0?si=NemWhAQe2Z3tALQM",,"0","2023-12-12","2024-06-19 08:25:30","1"
"63","IP品データ移行.mp4","3RDS0Fi09Yg?si=eeE35w490UbgQ8Tt",,"0","2023-12-13","2024-06-19 08:25:30","1"
"64","定例会.mp4","axI8cfh3e5M?si=0C-AZ_ZatmYWmk5h",,"0","2023-12-13","2024-06-19 08:25:30","1"
"65","課題対応内容の確認.mp4","u0dQTxEmOyY?si=-i9lcQ4jAIgqpv3q",,"0","2023-12-19","2024-06-19 08:25:30","1"
"66","定例会(スケジュール).mp4","uuTtUghZZYs?si=XhVL9HQNSXedm9F8",,"0","2023-12-20","2024-06-19 08:25:30","1"
"67","移行手順の確認.mp4","9exdOKIpw0g?si=rrYuAoplTvHKTZS7",,"0","2023-12-21","2024-06-19 08:25:30","1"
"68","導入に向けた打合せ.mp4","1dmGwyiaD_0?si=vrcg_xSsH3RZ2c3p",,"0","2023-12-26","2024-06-19 08:25:30","1"
"69","定例会.mp4","P2qIE32_zpM?si=aRLYvP7hcW8TXkXU",,"0","2024-01-10","2024-06-19 08:25:30","1"
"70","定例会.mp4","PiiLltMl2PI?si=lB_fW3J4iS7OB4k4",,"0","2024-01-17","2024-06-19 08:25:30","1"
"71","定例会.mp4","SmJOYe1fIik?si=3-CXZuBm92HVBPSJ",,"0","2024-01-23","2024-06-19 08:25:30","1"
"72","IP品説明会.mp4","k4AWCTM2f3g?si=WBzc6eyLVT-dcKB7",,"0","2024-01-26","2024-06-19 08:25:30","1"
"73","IP品操作説明会.mp4","OwOJV8RPjXU?si=RwPHaL20dvKfmSn0",,"0","2024-01-31","2024-06-19 08:25:30","1"
"74","定例会.mp4","_atHDdRJcXQ?si=PYNkGYFr3QbCMeFZ",,"0","2024-01-31","2024-06-19 08:25:30","1"
